DNS Performance Testing Tool
Nominum Version 2.0.0.0

[Status] Command line: dnsperf -s 192.168.1.253 -d ../test/test_1001 -n 1 -Q 1000 -c 100 -vD
[Status] Sending queries (to 192.168.1.253)
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695157b8c._getpgpkey.example.com CERT 0.003410
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695151bcf._getpgpkey.example.com CERT 0.003807
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512ddf8._getpgpkey.example.com CERT 0.003794
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f01a7._getpgpkey.example.com CERT 0.003838
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951fc4c9._getpgpkey.example.com CERT 0.003806
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695182088._getpgpkey.example.com CERT 0.003835
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951abaa2._getpgpkey.example.com CERT 0.003995
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f9ff9._getpgpkey.example.com CERT 0.003896
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695139953._getpgpkey.example.com CERT 0.003958
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514c3c4._getpgpkey.example.com CERT 0.003904
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a5a11._getpgpkey.example.com CERT 0.003953
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a7e16._getpgpkey.example.com CERT 0.003906
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b0218._getpgpkey.example.com CERT 0.003960
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695186db9._getpgpkey.example.com CERT 0.004047
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b4597._getpgpkey.example.com CERT 0.004135
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511c1d0._getpgpkey.example.com CERT 0.004114
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695117e4a._getpgpkey.example.com CERT 0.004143
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e8fcf._getpgpkey.example.com CERT 0.004204
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d16bc._getpgpkey.example.com CERT 0.004087
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951df170._getpgpkey.example.com CERT 0.004116
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695169d75._getpgpkey.example.com CERT 0.004082
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e347e._getpgpkey.example.com CERT 0.004077
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951bbd76._getpgpkey.example.com CERT 0.004150
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695167e97._getpgpkey.example.com CERT 0.004137
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511680e._getpgpkey.example.com CERT 0.004099
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951fae57._getpgpkey.example.com CERT 0.004129
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951650de._getpgpkey.example.com CERT 0.004292
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695140027._getpgpkey.example.com CERT 0.004099
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513512c._getpgpkey.example.com CERT 0.004171
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513cff8._getpgpkey.example.com CERT 0.004089
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951db64b._getpgpkey.example.com CERT 0.004115
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f43d5._getpgpkey.example.com CERT 0.004056
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a1026._getpgpkey.example.com CERT 0.004052
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518df5c._getpgpkey.example.com CERT 0.004155
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695103dce._getpgpkey.example.com CERT 0.004123
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b2e46._getpgpkey.example.com CERT 0.004113
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951bc62f._getpgpkey.example.com CERT 0.004167
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e27ed._getpgpkey.example.com CERT 0.004187
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518ada0._getpgpkey.example.com CERT 0.004360
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951eadc1._getpgpkey.example.com CERT 0.004170
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e23eb._getpgpkey.example.com CERT 0.004167
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514fb14._getpgpkey.example.com CERT 0.004205
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695156148._getpgpkey.example.com CERT 0.004167
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695164fa3._getpgpkey.example.com CERT 0.004148
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512f483._getpgpkey.example.com CERT 0.004062
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695133bed._getpgpkey.example.com CERT 0.004025
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c9605._getpgpkey.example.com CERT 0.004137
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b9fd5._getpgpkey.example.com CERT 0.003995
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519d8d9._getpgpkey.example.com CERT 0.004025
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512d53f._getpgpkey.example.com CERT 0.003947
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c549c._getpgpkey.example.com CERT 0.004001
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519c474._getpgpkey.example.com CERT 0.004387
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510af3d._getpgpkey.example.com CERT 0.004319
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951cec77._getpgpkey.example.com CERT 0.004558
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516c6f4._getpgpkey.example.com CERT 0.004569
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519840e._getpgpkey.example.com CERT 0.004716
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695198c33._getpgpkey.example.com CERT 0.004578
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695182188._getpgpkey.example.com CERT 0.004526
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f13a5._getpgpkey.example.com CERT 0.004549
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514966e._getpgpkey.example.com CERT 0.004530
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951485c7._getpgpkey.example.com CERT 0.004519
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951563c8._getpgpkey.example.com CERT 0.004501
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a0a8c._getpgpkey.example.com CERT 0.004496
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951341dd._getpgpkey.example.com CERT 0.005028
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514ec38._getpgpkey.example.com CERT 0.004910
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695145e59._getpgpkey.example.com CERT 0.004872
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695136342._getpgpkey.example.com CERT 0.004911
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c94e0._getpgpkey.example.com CERT 0.006701
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951fe1fe._getpgpkey.example.com CERT 0.005433
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f514b._getpgpkey.example.com CERT 0.004889
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513826b._getpgpkey.example.com CERT 0.005173
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519b14c._getpgpkey.example.com CERT 0.005318
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510a4dc._getpgpkey.example.com CERT 0.005186
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519c4ef._getpgpkey.example.com CERT 0.005171
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ccd4e._getpgpkey.example.com CERT 0.005167
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514a962._getpgpkey.example.com CERT 0.005152
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951def69._getpgpkey.example.com CERT 0.001282
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695171abd._getpgpkey.example.com CERT 0.001273
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951dd55a._getpgpkey.example.com CERT 0.001521
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951331e9._getpgpkey.example.com CERT 0.001608
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695137c5d._getpgpkey.example.com CERT 0.001700
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b1c76._getpgpkey.example.com CERT 0.001675
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695128da5._getpgpkey.example.com CERT 0.001728
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ba8bd._getpgpkey.example.com CERT 0.001658
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695148c86._getpgpkey.example.com CERT 0.001815
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695100ec6._getpgpkey.example.com CERT 0.001819
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d8ce6._getpgpkey.example.com CERT 0.001774
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695109a05._getpgpkey.example.com CERT 0.001815
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695186c05._getpgpkey.example.com CERT 0.001769
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951691e4._getpgpkey.example.com CERT 0.001806
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951785ec._getpgpkey.example.com CERT 0.002361
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951424a1._getpgpkey.example.com CERT 0.002476
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c049f._getpgpkey.example.com CERT 0.002511
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695194fd1._getpgpkey.example.com CERT 0.002549
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513e907._getpgpkey.example.com CERT 0.002688
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d6545._getpgpkey.example.com CERT 0.002655
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517923b._getpgpkey.example.com CERT 0.002559
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c505b._getpgpkey.example.com CERT 0.002659
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951db79e._getpgpkey.example.com CERT 0.002720
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b6ce9._getpgpkey.example.com CERT 0.002649
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951aec48._getpgpkey.example.com CERT 0.002714
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695141bc4._getpgpkey.example.com CERT 0.002754
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ce296._getpgpkey.example.com CERT 0.002832
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512d94d._getpgpkey.example.com CERT 0.002891
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951bd5aa._getpgpkey.example.com CERT 0.002906
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d52ed._getpgpkey.example.com CERT 0.002947
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a3c5b._getpgpkey.example.com CERT 0.002903
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695138e13._getpgpkey.example.com CERT 0.002964
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d834f._getpgpkey.example.com CERT 0.003107
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951607d4._getpgpkey.example.com CERT 0.002968
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519b82f._getpgpkey.example.com CERT 0.003071
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513a0da._getpgpkey.example.com CERT 0.003248
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951fa396._getpgpkey.example.com CERT 0.003286
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f0437._getpgpkey.example.com CERT 0.003231
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951562cb._getpgpkey.example.com CERT 0.003082
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695114683._getpgpkey.example.com CERT 0.003156
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519365a._getpgpkey.example.com CERT 0.003295
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951232a0._getpgpkey.example.com CERT 0.003325
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f22da._getpgpkey.example.com CERT 0.003133
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515bcf2._getpgpkey.example.com CERT 0.003113
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695113f45._getpgpkey.example.com CERT 0.003287
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519c6ae._getpgpkey.example.com CERT 0.003573
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510e965._getpgpkey.example.com CERT 0.003666
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a494d._getpgpkey.example.com CERT 0.003587
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951391d7._getpgpkey.example.com CERT 0.003636
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f266c._getpgpkey.example.com CERT 0.003579
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e0903._getpgpkey.example.com CERT 0.003674
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695158c60._getpgpkey.example.com CERT 0.003745
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512c21c._getpgpkey.example.com CERT 0.003725
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514d61d._getpgpkey.example.com CERT 0.003751
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519e20d._getpgpkey.example.com CERT 0.003695
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511d861._getpgpkey.example.com CERT 0.003756
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511e47b._getpgpkey.example.com CERT 0.003733
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518fce3._getpgpkey.example.com CERT 0.003731
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695185ff2._getpgpkey.example.com CERT 0.003733
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951775ba._getpgpkey.example.com CERT 0.003801
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d1a0d._getpgpkey.example.com CERT 0.003993
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695160c77._getpgpkey.example.com CERT 0.003949
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ba08b._getpgpkey.example.com CERT 0.003975
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510d19a._getpgpkey.example.com CERT 0.004001
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519fe0c._getpgpkey.example.com CERT 0.004027
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514fea7._getpgpkey.example.com CERT 0.004069
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951dcb5a._getpgpkey.example.com CERT 0.004005
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951edbc4._getpgpkey.example.com CERT 0.003995
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518d147._getpgpkey.example.com CERT 0.004044
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511a834._getpgpkey.example.com CERT 0.004035
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c7c12._getpgpkey.example.com CERT 0.004134
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512a558._getpgpkey.example.com CERT 0.004188
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695115e0e._getpgpkey.example.com CERT 0.004203
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d5056._getpgpkey.example.com CERT 0.004311
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516ae36._getpgpkey.example.com CERT 0.004315
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515ef52._getpgpkey.example.com CERT 0.004236
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f34df._getpgpkey.example.com CERT 0.004367
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a72cc._getpgpkey.example.com CERT 0.004275
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695157351._getpgpkey.example.com CERT 0.004260
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511d7f9._getpgpkey.example.com CERT 0.004333
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a0a17._getpgpkey.example.com CERT 0.004470
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695184434._getpgpkey.example.com CERT 0.004467
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695152c2d._getpgpkey.example.com CERT 0.004467
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515c601._getpgpkey.example.com CERT 0.004606
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695174686._getpgpkey.example.com CERT 0.004449
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b997a._getpgpkey.example.com CERT 0.004407
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f4e95._getpgpkey.example.com CERT 0.004498
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515db8b._getpgpkey.example.com CERT 0.004644
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951156c7._getpgpkey.example.com CERT 0.004141
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510f14f._getpgpkey.example.com CERT 0.004724
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951dea73._getpgpkey.example.com CERT 0.004714
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516fe32._getpgpkey.example.com CERT 0.004800
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e85d0._getpgpkey.example.com CERT 0.004791
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695144d7b._getpgpkey.example.com CERT 0.004767
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f44be._getpgpkey.example.com CERT 0.004806
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951350c9._getpgpkey.example.com CERT 0.004716
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515e8cb._getpgpkey.example.com CERT 0.004731
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515fec6._getpgpkey.example.com CERT 0.004740
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f993c._getpgpkey.example.com CERT 0.004749
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695172218._getpgpkey.example.com CERT 0.004758
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517ac87._getpgpkey.example.com CERT 0.002249
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512d434._getpgpkey.example.com CERT 0.002253
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517c2e7._getpgpkey.example.com CERT 0.002220
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951647e8._getpgpkey.example.com CERT 0.002246
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695110531._getpgpkey.example.com CERT 0.002237
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951802ec._getpgpkey.example.com CERT 0.002239
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951103cc._getpgpkey.example.com CERT 0.002301
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951214b9._getpgpkey.example.com CERT 0.002245
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695169bc5._getpgpkey.example.com CERT 0.002349
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e7a2d._getpgpkey.example.com CERT 0.002741
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517e297._getpgpkey.example.com CERT 0.002719
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695143489._getpgpkey.example.com CERT 0.002783
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695191db6._getpgpkey.example.com CERT 0.002811
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518e81a._getpgpkey.example.com CERT 0.003241
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d2d9d._getpgpkey.example.com CERT 0.003114
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951253b4._getpgpkey.example.com CERT 0.003499
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695102c77._getpgpkey.example.com CERT 0.003360
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ebf25._getpgpkey.example.com CERT 0.003453
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510c234._getpgpkey.example.com CERT 0.003235
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a8c30._getpgpkey.example.com CERT 0.003439
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511ca13._getpgpkey.example.com CERT 0.003360
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951532f0._getpgpkey.example.com CERT 0.003662
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519b852._getpgpkey.example.com CERT 0.003613
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c8aa7._getpgpkey.example.com CERT 0.003807
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695172bf1._getpgpkey.example.com CERT 0.003561
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519b461._getpgpkey.example.com CERT 0.003812
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510fac5._getpgpkey.example.com CERT 0.003820
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951df7e7._getpgpkey.example.com CERT 0.003401
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d795c._getpgpkey.example.com CERT 0.003667
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695158a7a._getpgpkey.example.com CERT 0.003793
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511078e._getpgpkey.example.com CERT 0.003522
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695136f2a._getpgpkey.example.com CERT 0.003640
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951caa42._getpgpkey.example.com CERT 0.003511
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695191b56._getpgpkey.example.com CERT 0.003891
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695142275._getpgpkey.example.com CERT 0.003678
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d5e8a._getpgpkey.example.com CERT 0.003940
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513fb4d._getpgpkey.example.com CERT 0.003809
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511b624._getpgpkey.example.com CERT 0.004060
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695140947._getpgpkey.example.com CERT 0.003711
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511d690._getpgpkey.example.com CERT 0.003701
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951cd236._getpgpkey.example.com CERT 0.003921
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951bb137._getpgpkey.example.com CERT 0.003833
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951dfd83._getpgpkey.example.com CERT 0.003719
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515a3ac._getpgpkey.example.com CERT 0.003938
