DNS Performance Testing Tool
Nominum Version 2.0.0.0

[Status] Command line: dnsperf -s 192.168.1.253 -d ../test/test_1001 -n 1 -Q 500 -c 100 -vD
[Status] Sending queries (to 192.168.1.253)
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518fce4._getpgpkey.example.com CERT 0.006243
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951dd8ac._getpgpkey.example.com CERT 0.006573
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951919c9._getpgpkey.example.com CERT 0.006580
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695136177._getpgpkey.example.com CERT 0.006569
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b4a83._getpgpkey.example.com CERT 0.006599
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695103cdc._getpgpkey.example.com CERT 0.006568
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512af20._getpgpkey.example.com CERT 0.006946
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515075d._getpgpkey.example.com CERT 0.006933
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517c485._getpgpkey.example.com CERT 0.007151
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951303e0._getpgpkey.example.com CERT 0.007118
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a2c60._getpgpkey.example.com CERT 0.007114
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518b591._getpgpkey.example.com CERT 0.007088
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511e8e3._getpgpkey.example.com CERT 0.007120
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517277d._getpgpkey.example.com CERT 0.007085
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695103b92._getpgpkey.example.com CERT 0.007061
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514f53b._getpgpkey.example.com CERT 0.007086
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f7a09._getpgpkey.example.com CERT 0.007063
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d99ba._getpgpkey.example.com CERT 0.007075
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a6b3c._getpgpkey.example.com CERT 0.007438
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695112490._getpgpkey.example.com CERT 0.007461
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e1ad8._getpgpkey.example.com CERT 0.007453
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514b026._getpgpkey.example.com CERT 0.007437
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513c907._getpgpkey.example.com CERT 0.007434
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951786d9._getpgpkey.example.com CERT 0.007852
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695133505._getpgpkey.example.com CERT 0.007935
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510f1df._getpgpkey.example.com CERT 0.007905
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469511cce5._getpgpkey.example.com CERT 0.007902
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695197652._getpgpkey.example.com CERT 0.007860
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951572ff._getpgpkey.example.com CERT 0.007903
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ff60c._getpgpkey.example.com CERT 0.007867
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512f3e9._getpgpkey.example.com CERT 0.008228
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695120df6._getpgpkey.example.com CERT 0.008199
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ba2eb._getpgpkey.example.com CERT 0.008307
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695128d78._getpgpkey.example.com CERT 0.008326
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951db6af._getpgpkey.example.com CERT 0.008326
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513f6cb._getpgpkey.example.com CERT 0.008314
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513b374._getpgpkey.example.com CERT 0.008316
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516d4cc._getpgpkey.example.com CERT 0.008410
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951631a4._getpgpkey.example.com CERT 0.008364
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ac9de._getpgpkey.example.com CERT 0.008355
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518f802._getpgpkey.example.com CERT 0.008359
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b6e9c._getpgpkey.example.com CERT 0.008382
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695172e82._getpgpkey.example.com CERT 0.008284
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695181e2b._getpgpkey.example.com CERT 0.008269
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d805f._getpgpkey.example.com CERT 0.008262
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519b30c._getpgpkey.example.com CERT 0.008238
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695111eb6._getpgpkey.example.com CERT 0.008269
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516c5cc._getpgpkey.example.com CERT 0.008279
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a6120._getpgpkey.example.com CERT 0.008276
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951321e0._getpgpkey.example.com CERT 0.008269
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695170c17._getpgpkey.example.com CERT 0.008328
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695108e77._getpgpkey.example.com CERT 0.008656
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515de58._getpgpkey.example.com CERT 0.008695
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b0287._getpgpkey.example.com CERT 0.008721
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d78d5._getpgpkey.example.com CERT 0.008703
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951579a8._getpgpkey.example.com CERT 0.008722
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516d31e._getpgpkey.example.com CERT 0.008728
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510c842._getpgpkey.example.com CERT 0.010684
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951cb6cd._getpgpkey.example.com CERT 0.008761
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951062f3._getpgpkey.example.com CERT 0.008752
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c6134._getpgpkey.example.com CERT 0.008735
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951011ae._getpgpkey.example.com CERT 0.008733
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e5b69._getpgpkey.example.com CERT 0.009194
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695159dbd._getpgpkey.example.com CERT 0.011515
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695175f23._getpgpkey.example.com CERT 0.009546
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514707d._getpgpkey.example.com CERT 0.002732
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516a8cb._getpgpkey.example.com CERT 0.002832
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a3ac8._getpgpkey.example.com CERT 0.002825
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ee4f5._getpgpkey.example.com CERT 0.002829
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513cfa0._getpgpkey.example.com CERT 0.002832
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518f583._getpgpkey.example.com CERT 0.002833
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516aaac._getpgpkey.example.com CERT 0.002938
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d93a5._getpgpkey.example.com CERT 0.003138
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695156d80._getpgpkey.example.com CERT 0.003206
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b827d._getpgpkey.example.com CERT 0.003213
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519743f._getpgpkey.example.com CERT 0.003215
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ca9ed._getpgpkey.example.com CERT 0.003303
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951db2bf._getpgpkey.example.com CERT 0.003255
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951550b6._getpgpkey.example.com CERT 0.003344
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951197a0._getpgpkey.example.com CERT 0.003339
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513a3ae._getpgpkey.example.com CERT 0.003344
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695139134._getpgpkey.example.com CERT 0.003388
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695110c8f._getpgpkey.example.com CERT 0.003407
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695121ff1._getpgpkey.example.com CERT 0.003624
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695195f5e._getpgpkey.example.com CERT 0.003516
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695195349._getpgpkey.example.com CERT 0.003519
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695112c53._getpgpkey.example.com CERT 0.003523
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695134562._getpgpkey.example.com CERT 0.003668
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c1a59._getpgpkey.example.com CERT 0.003602
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519d430._getpgpkey.example.com CERT 0.003687
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695199c27._getpgpkey.example.com CERT 0.003652
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a3d9c._getpgpkey.example.com CERT 0.003675
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951265a2._getpgpkey.example.com CERT 0.003680
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a4f46._getpgpkey.example.com CERT 0.003804
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695138672._getpgpkey.example.com CERT 0.003685
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695111219._getpgpkey.example.com CERT 0.003747
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951969e7._getpgpkey.example.com CERT 0.003799
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469518b413._getpgpkey.example.com CERT 0.003789
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f9988._getpgpkey.example.com CERT 0.003996
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517899f._getpgpkey.example.com CERT 0.004156
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951613c5._getpgpkey.example.com CERT 0.004191
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695132876._getpgpkey.example.com CERT 0.004218
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f6055._getpgpkey.example.com CERT 0.004185
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513a941._getpgpkey.example.com CERT 0.004239
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516d4a0._getpgpkey.example.com CERT 0.004225
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695148c6b._getpgpkey.example.com CERT 0.004235
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951dcd37._getpgpkey.example.com CERT 0.004325
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695128cd5._getpgpkey.example.com CERT 0.004294
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ac2c1._getpgpkey.example.com CERT 0.004325
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f644c._getpgpkey.example.com CERT 0.004424
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a7ae9._getpgpkey.example.com CERT 0.004761
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b3cf0._getpgpkey.example.com CERT 0.004809
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510a8e6._getpgpkey.example.com CERT 0.004799
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510fec8._getpgpkey.example.com CERT 0.004801
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695175636._getpgpkey.example.com CERT 0.004770
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951af729._getpgpkey.example.com CERT 0.004796
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951cb257._getpgpkey.example.com CERT 0.004796
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d9398._getpgpkey.example.com CERT 0.004858
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f28f8._getpgpkey.example.com CERT 0.004912
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d2a36._getpgpkey.example.com CERT 0.004876
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695124928._getpgpkey.example.com CERT 0.004977
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695137033._getpgpkey.example.com CERT 0.005173
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514288d._getpgpkey.example.com CERT 0.005169
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519f352._getpgpkey.example.com CERT 0.005229
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695176fc4._getpgpkey.example.com CERT 0.005237
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c7574._getpgpkey.example.com CERT 0.005242
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a5cfa._getpgpkey.example.com CERT 0.005279
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517a8a2._getpgpkey.example.com CERT 0.005258
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695100a17._getpgpkey.example.com CERT 0.005556
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695108818._getpgpkey.example.com CERT 0.005639
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951df92c._getpgpkey.example.com CERT 0.005646
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951795f0._getpgpkey.example.com CERT 0.005634
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695147ea7._getpgpkey.example.com CERT 0.005668
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f7eed._getpgpkey.example.com CERT 0.005718
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510047a._getpgpkey.example.com CERT 0.005746
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e526c._getpgpkey.example.com CERT 0.005986
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ab21c._getpgpkey.example.com CERT 0.005984
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a37ba._getpgpkey.example.com CERT 0.006059
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695123abb._getpgpkey.example.com CERT 0.006405
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695121c46._getpgpkey.example.com CERT 0.006461
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f41a8._getpgpkey.example.com CERT 0.006859
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695171ccf._getpgpkey.example.com CERT 0.007295
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ecea4._getpgpkey.example.com CERT 0.007372
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d9976._getpgpkey.example.com CERT 0.007295
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f20c9._getpgpkey.example.com CERT 0.007362
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951774c4._getpgpkey.example.com CERT 0.007401
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951d1b62._getpgpkey.example.com CERT 0.007404
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519f92f._getpgpkey.example.com CERT 0.007368
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951290a9._getpgpkey.example.com CERT 0.007406
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512b582._getpgpkey.example.com CERT 0.007408
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695198c95._getpgpkey.example.com CERT 0.007494
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f7be3._getpgpkey.example.com CERT 0.007639
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695193834._getpgpkey.example.com CERT 0.007647
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469517de04._getpgpkey.example.com CERT 0.007742
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951021a0._getpgpkey.example.com CERT 0.007692
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a02b6._getpgpkey.example.com CERT 0.007745
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951608d6._getpgpkey.example.com CERT 0.007735
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951fbbe5._getpgpkey.example.com CERT 0.007801
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951867bd._getpgpkey.example.com CERT 0.007730
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f89fd._getpgpkey.example.com CERT 0.007817
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519ae41._getpgpkey.example.com CERT 0.008146
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519af2b._getpgpkey.example.com CERT 0.008125
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e7164._getpgpkey.example.com CERT 0.007758
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951dc46f._getpgpkey.example.com CERT 0.008455
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519bb06._getpgpkey.example.com CERT 0.009092
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510c482._getpgpkey.example.com CERT 0.002033
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f31f5._getpgpkey.example.com CERT 0.002038
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516d2ab._getpgpkey.example.com CERT 0.002031
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516c622._getpgpkey.example.com CERT 0.002140
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695136da3._getpgpkey.example.com CERT 0.002152
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951a2b4f._getpgpkey.example.com CERT 0.002638
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951bd52f._getpgpkey.example.com CERT 0.002628
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695135eb0._getpgpkey.example.com CERT 0.002753
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695176ee4._getpgpkey.example.com CERT 0.002755
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512f943._getpgpkey.example.com CERT 0.002795
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695158689._getpgpkey.example.com CERT 0.002799
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469513c5eb._getpgpkey.example.com CERT 0.002790
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695156d96._getpgpkey.example.com CERT 0.002793
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951576c5._getpgpkey.example.com CERT 0.002774
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951f961d._getpgpkey.example.com CERT 0.002811
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b222d._getpgpkey.example.com CERT 0.002814
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951fd24c._getpgpkey.example.com CERT 0.002793
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469519bebd._getpgpkey.example.com CERT 0.002848
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510ddf5._getpgpkey.example.com CERT 0.003051
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951bfbfc._getpgpkey.example.com CERT 0.003187
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951bc626._getpgpkey.example.com CERT 0.003197
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951534c1._getpgpkey.example.com CERT 0.003190
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951db0c4._getpgpkey.example.com CERT 0.003193
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951e1d6d._getpgpkey.example.com CERT 0.003684
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695120a0b._getpgpkey.example.com CERT 0.003697
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469512f25f._getpgpkey.example.com CERT 0.004004
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695163843._getpgpkey.example.com CERT 0.004038
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951569b7._getpgpkey.example.com CERT 0.004035
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951ecdbb._getpgpkey.example.com CERT 0.004106
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695123fcd._getpgpkey.example.com CERT 0.004097
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469514df73._getpgpkey.example.com CERT 0.004124
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695159f54._getpgpkey.example.com CERT 0.004103
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951feb89._getpgpkey.example.com CERT 0.004575
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469516d04e._getpgpkey.example.com CERT 0.004576
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951200af._getpgpkey.example.com CERT 0.004644
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951b325f._getpgpkey.example.com CERT 0.004646
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469510c984._getpgpkey.example.com CERT 0.004638
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951cc2b6._getpgpkey.example.com CERT 0.004630
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af469515b084._getpgpkey.example.com CERT 0.004742
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695112d21._getpgpkey.example.com CERT 0.004763
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951482a0._getpgpkey.example.com CERT 0.004754
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695188795._getpgpkey.example.com CERT 0.004813
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af4695155fe7._getpgpkey.example.com CERT 0.004850
> NOERROR 80e179ad8a515536ed683d8082906924735c6f625878af46951c6952._getpgpkey.example.com CERT 0.004971
