timeStamp;elapsed;label;responseCode;threadName;success;bytes;grpThreads;allThreads;Latency;SampleCount;ErrorCount;Hostname
01:43:55;27;HTTP Request;200;Thread Group 1-1;true;6391;1;1;27;1;0;ubuntu
01:43:55;16;HTTP Request;200;Thread Group 1-1;true;183387;1;1;4;1;0;ubuntu
01:43:55;2;HTTP Request;200;Thread Group 1-1;true;6746;1;1;2;1;0;ubuntu
01:43:55;0;HTTP Request;200;Thread Group 1-1;true;3382;1;1;0;1;0;ubuntu
01:43:55;2;HTTP Request;200;Thread Group 1-1;true;734;1;1;1;1;0;ubuntu
01:43:55;3;HTTP Request;200;Thread Group 1-1;true;3049;1;1;3;1;0;ubuntu
01:43:55;50;HTTP Request;200;Thread Group 1-2;true;6391;2;2;50;1;0;ubuntu
01:43:55;11;HTTP Request;200;Thread Group 1-2;true;183387;2;2;3;1;0;ubuntu
01:43:55;8;HTTP Request;200;Thread Group 1-2;true;6746;2;2;8;1;0;ubuntu
01:43:55;3;HTTP Request;200;Thread Group 1-2;true;3382;2;2;3;1;0;ubuntu
01:43:55;7;HTTP Request;200;Thread Group 1-2;true;734;2;2;7;1;0;ubuntu
01:43:55;4;HTTP Request;200;Thread Group 1-2;true;3049;2;2;4;1;0;ubuntu
01:43:55;64;HTTP Request;200;Thread Group 1-3;true;6391;3;3;63;1;0;ubuntu
01:43:55;10;HTTP Request;200;Thread Group 1-3;true;183387;3;3;3;1;0;ubuntu
01:43:55;3;HTTP Request;200;Thread Group 1-3;true;6746;3;3;3;1;0;ubuntu
01:43:55;3;HTTP Request;200;Thread Group 1-3;true;3382;3;3;3;1;0;ubuntu
01:43:55;0;HTTP Request;200;Thread Group 1-3;true;734;3;3;0;1;0;ubuntu
01:43:55;3;HTTP Request;200;Thread Group 1-3;true;3049;3;3;3;1;0;ubuntu
01:43:55;98;HTTP Request;200;Thread Group 1-4;true;6391;4;4;98;1;0;ubuntu
01:43:55;9;HTTP Request;200;Thread Group 1-4;true;183387;4;4;4;1;0;ubuntu
01:43:55;3;HTTP Request;200;Thread Group 1-4;true;6746;4;4;3;1;0;ubuntu
